Seed,Val Loss,Test MAE,Test RMSE,Test IC,Test RIC,Best Epoch,Training Time (min),Converged
3,4.211878140767415,0.036742594093084335,0.0385974757373333,0.8801334500312805,0.8456233143806458,117,7.515538311004638,True
10,4.8536577224731445,0.018224019557237625,0.019219305366277695,0.956610918045044,0.9435635805130005,232,10.175164353847503,True
11,6.161801656087239,0.21060588955879211,0.2113901823759079,0.763857364654541,0.7452723383903503,36,5.977704540888468,True
9,6.470636447270711,0.04125400260090828,0.04303339496254921,0.9450819492340088,0.9246419668197632,157,9.11880592505137,True
20,9.67182207107544,0.6182190179824829,0.6185554265975952,0.11375416070222855,0.1224786788225174,4,4.503853301207225,True
16,9.89134407043457,0.014225310645997524,0.018191304057836533,0.8883482217788696,0.869888424873352,87,7.022300438086192,True
1,9.97373620669047,0.03600304201245308,0.036509428173303604,0.9712459444999695,0.9683343172073364,585,27.44325796365738,True
2,10.070147355397543,0.05304668843746185,0.05463952571153641,0.9419577121734619,0.9366140961647034,422,15.06432333389918,True
18,11.32217820485433,0.013332146219909191,0.015286349691450596,0.8646030426025391,0.8371058702468872,67,5.913477194309235,True
7,11.330360412597656,0.5876585245132446,0.5879936814308167,0.3300026059150696,0.326585978269577,2,4.792781523863474,True
15,11.463079690933228,0.04568512737751007,0.04634140804409981,0.9599065780639648,0.9436759352684021,305,12.297824728488923,True
12,11.672113259633383,0.009533392265439034,0.011708110570907593,0.9022733569145203,0.9069423675537109,820,24.99302254120509,True
19,11.92125137646993,0.006405431777238846,0.008021969348192215,0.930952787399292,0.9270273447036743,342,11.946978755791982,True
6,11.992609977722168,0.6066421866416931,0.6069813370704651,0.23912566900253296,0.07447698712348938,3,4.7703807274500525,True
4,12.510293960571289,0.05170968547463417,0.05403629690408707,0.8428282141685486,0.7947575449943542,70,6.426708849271138,True
13,12.721335728963217,0.036670614033937454,0.037995610386133194,0.9640634059906006,0.9524259567260742,419,15.077249558766683,True
5,13.009608268737793,0.5747634768486023,0.5751218795776367,0.14725083112716675,0.11400255560874939,4,4.758193453152974,True
14,13.232278029123941,0.014187861233949661,0.01603751629590988,0.9493199586868286,0.9378909468650818,102,7.398242807388305,True
8,15.372463544209799,0.026920856907963753,0.031107239425182343,-0.7420635223388672,-0.6261078715324402,393,14.036800762017569,True
17,15.414395809173584,0.019873322919011116,0.023174814879894257,0.8734383583068848,0.8402252793312073,90,6.724684162934621,True
